© 2000-2025 QIAGEN. All rights reserved.

Upstream Regulators	Doxo14 vs Cycling0	Doxo21 vs Cycling0	Doxo14 vs Doxo3	Doxo21 vs Doxo3	Palbo14 vs Cycling0	Palbo28 vs Cycling0	Palbo14 vs Palbo3	Palbo28 vs Palbo3
Sprr3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYOF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CARD14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vitamin E	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Z-551	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSK2193874	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IKZF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFRSF11A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AZ505	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZMPSTE24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMP12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sanguinarine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B3GALT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
niflumic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sulindac sulfide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NUMBL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2,4-dinitrobenzenesulfonic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HLA-B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WNT16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
API5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HECTD2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-(3-(1,4-dihydroimidazo[4,5-c]pyrazol-5-yl)-4-methylphenyl)-3-(3-(4-methyl-1H-imidazol-1-yl)-5-(trifluoromethyl)phenyl)urea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Vi capsular polysaccharide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD33	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dantrolene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Rp-8-pCPT-cGMPS-triethylamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PCSK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GW2580	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SEMA4D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hexamethylene bisacetamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methylmalonic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
10-(6'-ubiquinonyl)decyltriphenylphosphonium	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC39A4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRAMD4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LILRA4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
yoda1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BET	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SGCD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EGR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
REN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VEGF receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RETREG3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
poly-L-lysine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADIPOR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ferric ammonium citrate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
metyrapone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CEACAM6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRY1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIAH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FSHB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mocetinostat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nilvadipine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
spermine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-hydroxynonenal	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dexpramipexole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZEB1-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nitroprusside	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
chondroitin sulfate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
metalloprotease	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CSF2RB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PARD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
adapalene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Collagen type IV	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMAD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phorbol 12,13-didecanoate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N,N-dimethylarginine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fatostatin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-chloro-2,4-dinitrobenzene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2,3-bis(3'-hydroxybenzyl)butane-1,4-diol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDX2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
conjugated linoleic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSPB7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
olitigaltin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RASGRF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
falcarinol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PIM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CTTN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VTN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vanoxerine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSD17B3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF513	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EHT-1864	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
imipramine blue	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KAT5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CAY10595	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
angiotensin II receptor type 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FAM83A-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TPST1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEDD4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ozone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-26a-5p (and other miRNAs w/seed UCAAGUA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ampicillin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TFEC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ELP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AZD8848	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bryostatin 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SB 216763	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGFBP7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADAMTS12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beraprost	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEY1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
poly rI:rC-RNA HMW	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
daidzein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dichlorovinylcysteine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Integrin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AP2 alpha	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
canrenoate potassium	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-617	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SELENOS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CFH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COCH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
poly A-poly T	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
atovaquone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
kangfuxin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDKN2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
infliximab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARHGDIG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AZ26	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIN3B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIA-602	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KCNN4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
titanium dioxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sodium selenite	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRAM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NKRF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZAP70	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ASXL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
quizartinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VR23	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-338 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
polyethyleneimine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCL10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NOS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCL6B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-deoxy-2-octulosonic acid(2)-lipid A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSP70	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
necrostatin-1s	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pamidronic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
protocatechuic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MDK4882	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WLS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IMD-0354	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERPINA6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FAM117B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
antimycin A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-1 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NR1I2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
deoxynivalenol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF4E	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
polysaccharide TA-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CBFB-MYH11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
crocidolite asbestos	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NMNAT3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTGS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dipyridamole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IFI16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cxcl5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PKC delta V1-1 peptide 8-17	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zoledronic acid	N/A	N/A	N/A	N/A	0.0	N/A	N/A	N/A
concanavalin a	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-217 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RBM47	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
iloprost	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMEM165	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PGLYRP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
calmidazolium	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hydroxypropyl-beta-cyclodextrin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-503 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rivaroxaban	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MLN120B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HS6ST1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLCA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
F10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLDN7	N/A	N/A	N/A	N/A	0.0	N/A	N/A	N/A
hypochlorous acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Org 48762-0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zinc sulfate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
paxilline	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMAD2/3/SMAD4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ccl3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-methyl umbelliferone-8-carbaldehyde	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
coomassie brilliant blue G-250	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL17C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6-mercaptopurine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Tlr12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cenicriviroc	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BHLHE41	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC39A8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
stattic	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL36A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPR132	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TAPI	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCF4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nitroarginine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MERTK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FFAR4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ASH1L	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HCG18	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Bc1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OLFM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
warfarin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRMT6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RTCB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDKN2A-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
METRNL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
12(S)-HPETE	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
valine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-hydroxy-2-methyl-2-butenyl 4-diphosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ING1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKRA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-15 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
succinic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-98 inhibitor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cebp	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N'-((4-oxo-4H-chromen-3-yl)methylene)nicotinohydrazide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sPLA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1700025L06Rik	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLA2G4A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ethidium	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PBLD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NPTN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL2RB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vacuolar H+ ATPase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-27 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LINC01186	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FFAR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nickel subsulfide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-D-glucosyl-1,2-diacylglycerol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UNC13D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DNM3OS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DGCR8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SULT1E1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ruxolitinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pegaptanib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
H19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Collagen(s)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MUC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EBF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRAK1BP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3M-052	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDCD10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERPINA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ISL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HDGF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL23A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KCNQ1OT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zeaxanthin dipalmitate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
W-54011	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ditiocarb	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FNIP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RFX5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RLR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GLP1R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tempol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRR13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
docetaxel	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
chlorogenic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGHM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PI3K p85	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
E2F3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
empagliflozin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRAP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STAT1/3/5 dimer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NDRG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dodeca-2E,4E,8Z,10Z-tetraenoic acid isobutylamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HLA-C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRX2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-132 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLF13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CXCL5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HYAL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLRK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S-adenosylhomocysteine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
isoleucine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
acetazolamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NODAL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRC (family)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-trifluoromethoxyphenyl-3-(1-propionylpiperidine-4-yl)urea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HYAL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PCSK9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dibutyl phthalate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zonisamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TAF4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD2AP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WNT4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
green tea polyphenol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
auranofin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAR/RXR/retinoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
berzosertib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
etodolac	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rottlerin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HA900	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRADD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
graptopetalum paraguayense methanol extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HXL131	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ASPSCR1-TFE3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BR-4628	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
echinomycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ALDH3A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CYP4F2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EFNA5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABLIM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
putrescine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sulfo-N-succinimidyl oleate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDE4A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NAPRT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLCN5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tyrosine kinase inhibitor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8-pCPT-2-O-Me-cAMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR 144528	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TFCP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(S)-alpha-fluoromethylhistidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTGIS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KPNA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ML221	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAD51	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DLK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-590	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beta-cryptoxanthin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RSPO3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTH1R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
narciclasine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGFBP4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FES	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF4EBP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFRSF6B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FEV	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FFAR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATOX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Fcgr2b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RXR/VDR/vitamin D3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD160	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EDP-305	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KU-60019	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL15RA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ganglioside	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SNED1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
