© 2000-2025 QIAGEN. All rights reserved.

Upstream Regulators	Doxo14 vs Cycling0	Doxo21 vs Cycling0	Doxo14 vs Doxo3	Doxo21 vs Doxo3	Palbo14 vs Cycling0	Palbo28 vs Cycling0	Palbo14 vs Palbo3	Palbo28 vs Palbo3
PTGFR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-223	0.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
Cyp2j9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
H3c10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KDM1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TFR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COUP-TF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCN5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGFBP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GW9662	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DUXAP8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATXN3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MED1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EHD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ETS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RXRG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
retinoid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
piroxicam	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-219a-5p (and other miRNAs w/seed GAUUGUC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
propionic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TGFB3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zinc protoporphyrin IX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CORT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOX13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
trientine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3'-O-(4-benzoyl)benzoyladenosine 5'-triphosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
immethridine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBE3D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMARCD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ethyl 2-{[(6,7-dimethyl-3-oxo-1,2,3,4-tetrahydro-2-quinoxalinyl)acetyl]amino}-4,5-dimethyl-3-thiophenecarboxylate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARSB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cdkn2a	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TGFBR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SSTR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S1PR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NKX2-3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTGER2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-147 (and other miRNAs w/seed UGUGCGG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-CoR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ALOX15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
halofuginol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGAM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpha catenin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OGT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S100A6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AMH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EEF1A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
carbon monoxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD300LF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
taurocholic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACVRL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diazooxonorleucine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD40LG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cyclometalated iridium III metal complex 1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5'-methylthioadenosine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MSC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ENPP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
levofloxacin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-346 (and other miRNAs w/seed GUCUGCC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cis-urocanic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
11,12-epoxyeicosatrienoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
topotecan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GLB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dopamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
calcium carbonate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGFBP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STAU1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GHRH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(-)-epicatechin gallate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SHCBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TGFA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lipoteichoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSDME	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ERG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRSS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNF5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMP8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Y-320	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FPR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
T 0070907	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GDF9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
etoposide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dimethyl n-oxalyl-glycine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAB11A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HO-3867	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zearalenone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EBF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lysophosphatidic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TLR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TBXT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TP53BP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
atorvastatin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-186-5p (miRNAs w/seed AAAGAAU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ESX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
glucosamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDGF-DD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LATS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
calcium chloride	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
F2RL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SUPT20H	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
promegestone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CpdX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGB4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VDR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MEIS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TLR8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KA4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tert-butyl hydroperoxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KDM3A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAFF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTK7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WDR73	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TPX2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF148	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SFRP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMAD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
okadaic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTGER4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
kawain	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-140-5p (and other miRNAs w/seed AGUGGUU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
inulin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCKBR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pyrimidin-2-one beta-ribofuranoside	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sanglifehrin A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TLR7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DHX36	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CBX5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DSP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
piperine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDCD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JAK inhibitor I	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
clenbuterol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cholecalciferol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AQP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
luxeptinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
E. coli lipopolysaccharide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methylglyoxal-BSA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
choline fenofibrate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CALU	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GCM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFSF14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TLR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gefitinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AZD0156	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
26S proteasome	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CPSF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NR3C2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(S,R)-3-(4-hydroxyphenyl)-4,5-dihydro-5-isoxazole acetic acid, methyl ester	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LTB4R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cyclooxygenase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S100A16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
REL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POMGNT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diclofenac	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL1F10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
natriuretic peptide derivative	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
metformin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSTO1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STAT4:STAT1:EBI3 gene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dichlorodiphenyl dichloroethylene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sb202190	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEU1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
albendazole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAZ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pevonedistat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diethylnitrosamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ERCC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ANGPTL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GOLM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lysophosphatidylcholine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
glycitein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NB73	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
triptolide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Il36a	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hydrocortisone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JADE2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mastoparan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC2A11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTGS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BRD4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NADPH oxidase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DNAJB6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fingolimod	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
levodopa	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRF8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDKN2C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
duvoglustat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
uridine diphosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ST14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OMA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CpdX-D3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LOXL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDHA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCGR1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SREBF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CXCL17	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AGER	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DDR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beta-1,3-glucan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WFS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP37	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACAN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EBF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLA2G4D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFSF10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDKN1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
epicatechin gallate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1810019D21Rik	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GABARAPL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NOSTRIN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-340-5p (miRNAs w/seed UAUAAAG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
brodalumab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNU1-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ELN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAX3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGF9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
medium chain fatty acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tributyrin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEY2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
asbestos	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NKX2-2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JTE-013	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADAMTSL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SFN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL1RAP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TBR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FUT4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1,1-bis(3'-indolyl)-1-(4-trifluoromethyl-phenyl)methane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sotorasib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TGIF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLAU	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phenobarbital	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
